atten_LIV_lambda_1,atten_LIV_lambda_2,atten_LIV_lambda_3,atten_LIV_lambda_4,energy
0.8765156781786608,0.8765156781040807,0.8765156780416604,0.8765156780230153,161500199366.65256
0.8744456595517223,0.8744456594739514,0.8744456594088604,0.8744456593894177,162733661861.36945
0.872354983286663,0.8723549832055689,0.8723549831376967,0.8723549831174231,163976544961.95526
0.8702433232019368,0.8702433231174193,0.8702433230466818,0.8702433230255524,165228920618.56137
0.8681105805629531,0.8681105804748671,0.868110580401143,0.8681105803791215,166490861330.86334
0.8659576472226388,0.8659576471308188,0.8659576470539695,0.8659576470310145,167762440152.25232
0.8637842124783404,0.8637842123826983,0.86378421230265,0.8637842122787396,169043730694.06964
0.8615911144112323,0.8615911143115547,0.8615911142281288,0.8615911142032094,170334807129.86334
0.8593776614943165,0.8593776613904343,0.8593776613034894,0.8593776612775188,171635744199.6841
0.8571428982828747,0.8571428981747156,0.8571428980841911,0.8571428980571514,172946617214.41403
0.8548892394356212,0.8548892393229894,0.8548892392287215,0.8548892392005636,174267502060.1215
0.8526171616602962,0.8526171615429665,0.8526171614447666,0.8526171614154342,175598475202.45966
0.850326671977108,0.8503266718550132,0.8503266717528253,0.8503266717223016,176939613691.08765
0.8480176246414224,0.8480176245142492,0.8480176244078107,0.8480176243760175,178290995164.13638
0.8456887427723628,0.8456887426399888,0.8456887425291977,0.8456887424961042,179652697852.69742
0.8433401018720373,0.84334010173426,0.8433401016189465,0.8433401015845021,181024800585.35748
0.8409728904757384,0.8409728903323864,0.8409728902124071,0.8409728901765691,182407382792.7567
0.838588585717119,0.8385885855680199,0.8385885854432304,0.8385885854059556,183800524512.18912
0.836185689261311,0.8361856891061146,0.8361856889762219,0.8361856889374228,185204306392.2381
0.8337647756097172,0.8337647754482348,0.8337647753130812,0.8337647752727106,186618809697.4399
0.8313254539279846,0.831325453759922,0.8313254536192608,0.8313254535772451,188044116312.9942
0.8288682538867391,0.8288682537120362,0.8288682535658175,0.8288682535221418,189480308749.49814
0.8263949329343986,0.8263949327527963,0.8263949326008031,0.8263949325554026,190927470147.729
0.823904066970053,0.8239040667813136,0.8239040666233468,0.8239040665761619,192385684283.4512
0.8213978315309303,0.82139783133471,0.8213978311704822,0.8213978311214271,193855035572.27203
0.818874349179853,0.8188743489758067,0.8188743488050287,0.8188743487540171,195335609074.52234
0.8163346439873469,0.816334643775371,0.8163346435979565,0.8163346435449624,196827490500.18692
0.8137796659785052,0.8137796657580664,0.8137796655735686,0.8137796655184589,198330766213.8607
0.8112077312683529,0.8112077310392423,0.8112077308474867,0.811207730790209,199845523239.7506
0.8086223451464023,0.8086223449083589,0.808622344709127,0.8086223446496161,201371849266.71613
0.8060190630752312,0.8060190628279265,0.8060190626209431,0.806019062559117,202909832653.33954
0.8034026524243525,0.8034026521675963,0.8034026519527026,0.8034026518885136,204459562433.04773
0.8007731973903137,0.8007731971238259,0.8007731969007872,0.8007731968341653,206021128319.25967
0.7981324133642066,0.7981324130874985,0.7981324128559059,0.7981324127867288,207594620710.58655
0.7954751115206629,0.7954751112333096,0.7954751109928073,0.795475110920969,209180130696.0582
0.792802926100216,0.792802925801739,0.7928029255519267,0.7928029254773074,210777750060.40298
0.7901169056035589,0.7901169052937369,0.7901169050344294,0.790116904956974,212387571289.35437
0.7874186343205143,0.7874186339990238,0.7874186337299502,0.7874186336495775,214009687575.0118
0.7847088991863701,0.7847088988527247,0.784708898573478,0.7847088984900666,215644192821.22955
0.7819870858297295,0.7819870854835841,0.7819870851938755,0.7819870851073392,217291181649.05515
0.7792527715671197,0.7792527712078325,0.7792527709071249,0.7792527708173032,218950749402.21
0.7765061781684348,0.7765061777957897,0.7765061774839019,0.7765061773907407,220622992152.6022
0.7737489262043059,0.7737489258177904,0.7737489254942937,0.7737489253976649,222308006705.89566
0.7709817163327721,0.7709817159320613,0.7709817155966837,0.770981715496506,224005890607.1066
0.7682023627018318,0.7682023622862815,0.7682023619384839,0.7682023618345963,225716742146.25784
0.7654131771744838,0.7654131767435791,0.7654131763829306,0.7654131762752044,227440660364.06152
0.7626128101246932,0.7626128096779643,0.7626128093040716,0.7626128091923894,229177745057.6597
0.7598014262046842,0.7598014257415342,0.7598014253538978,0.7598014252381103,230928096786.3953
0.7569833059810485,0.7569833055010445,0.7569833050993021,0.7569833049793012,232691816877.6362
0.7541574354341343,0.7541574349366991,0.7541574345203674,0.7541574343960087,234469007432.64374
0.7513195973718768,0.7513195968562871,0.751319596424761,0.7513195962958635,236259771332.47693
0.7484732505941125,0.7484732500595814,0.748473249612202,0.7484732494785692,238064212243.95566
0.7456186704528722,0.7456186698993307,0.7456186694360405,0.7456186692976552,239882434625.65433
0.7427588626065801,0.7427588620330604,0.7427588615530495,0.7427588614096695,241714543733.95663
0.7398907955209888,0.7398907949269405,0.7398907944297481,0.7398907942812362,243560645629.14108
0.7370154645157113,0.7370154639002207,0.737015463385082,0.7370154632312094,245420847181.5286
0.7341325567194029,0.7341325560819932,0.7341325555485089,0.7341325553891564,247295256077.66235
0.7312435422128603,0.7312435415529849,0.7312435410006979,0.731243540835729,249183980826.54456
0.728350528494162,0.7283505278108948,0.7283505272390299,0.728350527068213,251087130765.92123
0.7254510074468444,0.7254510067396438,0.7254510061477477,0.7254510059709475,253004816068.60446
0.7225471845107245,0.7225471837787216,0.722547183166067,0.7225471829830662,254937147748.85858
0.71963789683798,0.7196378960802329,0.7196378954460316,0.7196378952565948,256884237668.81845
0.7167238275905836,0.7167238268063573,0.7167238261499937,0.7167238259539372,258846198544.97345
0.7138065269438719,0.7138065261324945,0.7138065254534068,0.7138065252505624,260823143954.68414
0.7108868065735211,0.7108868057340252,0.7108868050314036,0.7108868048215294,262815188342.7659
0.7079639270013866,0.707963926132953,0.7079639254061117,0.7079639251890034,264822447028.10532
0.7050385326314547,0.7050385317330315,0.7050385309810905,0.7050385307564847,266845036210.34473
0.7021104817223401,0.7021104807931463,0.7021104800154515,0.7021104797831531,268883072976.60132
0.6991807456519661,0.6991807446908969,0.6991807438865237,0.6991807436462564,270936675308.24866
0.6962498627147492,0.6962498617209361,0.6962498608891576,0.6962498606407043,273005962087.7497
0.6933169232350836,0.6933169222071737,0.6933169213468576,0.6933169210898802,275091053105.5313
0.6903825159847451,0.6903825149220051,0.6903825140325378,0.6903825137668528,277192069066.9277
0.6874461796084933,0.6874461785096984,0.6874461775900547,0.687446177315356,279309131599.159
0.6845096519328842,0.6845096507973355,0.6845096498469307,0.6845096495630435,281442363258.38153
0.6815738068226794,0.6815738056485706,0.6815738046658927,0.6815738043723655,283591887536.77313
0.6786382873028556,0.6786382860894405,0.678638285073865,0.6786382847705112,285757828869.6914
0.675704914640725,0.6757049133871118,0.675704912337892,0.6757049120244887,287940312642.8691
0.6727725988600594,0.6727725975644259,0.672772596480037,0.6727725961561285,290139465199.6763
0.6698408063612735,0.6698408050226898,0.6698408039023536,0.6698408035677076,292355413848.43756
0.6669109189221705,0.6669109175388428,0.6669109163810575,0.6669109160352256,294588286869.794
0.6639811205785248,0.6639811191495449,0.663981117953551,0.6639811175963061,296838213524.13855
0.6610531144230164,0.6610531129468384,0.6610531117113417,0.6610531113422972,299105324059.08936
0.6581273470968547,0.6581273455726261,0.658127344296913,0.6581273439158558,301389749717.03937
0.655204754290603,0.6552047527166861,0.655204751399386,0.6552047510059068,303691622742.74445
0.6522864570640498,0.6522864554393359,0.6522864540795211,0.6522864536733426,306011076390.9883
0.6493733606374815,0.6493733589595859,0.6493733575552602,0.6493733571357863,308348244934.2871
0.6464620060969933,0.6464620043641688,0.6464620029138702,0.6464620024806641,310703263670.6724
0.6435539841676795,0.6435539823790999,0.6435539808821364,0.6435539804349915,313076268931.5145
0.6406513589375207,0.6406513570912566,0.6406513555460139,0.640651355084448,315467398089.41864
0.6377538616692148,0.6377538597634002,0.6377538581683162,0.6377538576918627,317876789566.18097
0.6348607951926097,0.6348607932254383,0.6348607915790015,0.6348607910872087,320304582840.7933
0.6319724163215336,0.6319724142914066,0.6319724125922787,0.6319724120847469,322750918457.5272
0.6290906908291362,0.6290906887342204,0.6290906869808669,0.629090686457138,325215938034.0603
0.6262168035625734,0.6262168014013296,0.6262167995924627,0.6262167990521517,327699784269.6844
0.6233504270865594,0.623350424856557,0.6233504229901419,0.6233504224326413,330202600953.55615
0.6204912016720033,0.6204911993712294,0.6204911974455817,0.6204911968703882,332724532973.03143
0.6176384396518421,0.6176384372786113,0.6176384352923204,0.6176384346990128,335265726322.04346
0.6147916348460142,0.6147916323980266,0.6147916303491674,0.6147916297371705,337826328109.55835
0.6119517517973885,0.611951749272562,0.6119517471593923,0.6119517465281856,340406486568.09546
0.6091198218360189,0.6091198192321465,0.6091198170528187,0.6091198164018506,343006351062.29865
0.6062976408701715,0.6062976381848327,0.6062976359373209,0.6062976352659862,345626072097.59436
0.6034854736462582,0.6034854708772118,0.6034854685596407,0.6034854678673791,348265801328.89294
0.600681025516313,0.6006810226605502,0.6006810202704009,0.6006810195564602,350925691569.3792
0.5978844857689959,0.5978844828252861,0.5978844803615289,0.5978844796256014,353605896799.34753
0.5950975650046306,0.5950975619698518,0.5950975594298736,0.5950975586711789,356306572175.1268
0.5923212482959012,0.5923212451680434,0.5923212425501624,0.5923212417681979,359027874038.0514
0.5895550097204137,0.589555006496158,0.5895550037975961,0.5895550029915322,361769959923.52277
0.5867988567336885,0.5867988534095764,0.586798850627439,0.586798849796411,364532988570.1195
0.5840519902692717,0.5840519868437719,0.5840519839767777,0.5840519831204027,367317119928.79047
0.5813150515996146,0.5813150480689551,0.5813150451139467,0.5813150442312819,370122515172.11914
0.5785892669114008,0.5785892632734213,0.5785892602285907,0.5785892593190958,372949336703.64325
0.5758747187519642,0.5758747150027137,0.5758747118647541,0.5758747109274416,375797748167.2685
0.5731719088047927,0.5731719049415805,0.5731719017082395,0.5731719007424365,378667914456.7295
0.5704798555329866,0.5704798515529491,0.5704798482218307,0.5704798472268214,381560001725.1477
0.5677987844818411,0.5677987803812603,0.5677987769492523,0.567798775924107,384474177394.6377
0.5651302787672966,0.5651302745439055,0.5651302710091106,0.5651302699532628,387410610166.0117
0.5624740620037432,0.5624740576532599,0.5624740540120945,0.5624740529244736,390369470028.53455
0.5598305551811217,0.5598305506999725,0.5598305469494453,0.559830545829158,393350928269.769
0.5571976993711152,0.5571976947554568,0.5571976908923513,0.5571976897384365,396355157485.4964
0.5545771467315656,0.5545771419770064,0.5545771379976471,0.5545771368090071,399382331589.697
0.5519682427667506,0.5519682378703507,0.5519682337722766,0.5519682325481766,402432625824.63074
0.5493729614602277,0.5493729564194145,0.5493729522004732,0.5493729509402698,405506216770.96875
0.5467910915734735,0.5467910863823501,0.5467910820376054,0.5467910807398246,408603282358.0288
0.5442232312883986,0.5442232259437056,0.54422322147043,0.5442232201342567,411724001874.06256
0.5416687026319499,0.5416686971276965,0.5416686925208757,0.5416686911448124,414868555976.6474
0.5391271275458414,0.5391271218797244,0.5391271171374309,0.5391271157209017,418037126703.1334
0.5365987634156998,0.5365987575827023,0.536598752700737,0.5365987512424876,421229897481.1861
0.5340856456351297,0.5340856396310336,0.5340856346058661,0.534085633104842,424447053139.41034
0.5315871301454974,0.5315871239651994,0.5315871187925586,0.531587117247484,427688779918.03796
0.5291018480086334,0.529101841646143,0.5291018363210155,0.5291018347303929,430955265479.7229
0.5266301848953184,0.5266301783458882,0.5266301728643,0.5266301712269423,434246698920.39124
0.524171303282716,0.5241712965407775,0.5241712908980682,0.5241712892125836,437563270780.20166
0.5217275510707864,0.5217275441326973,0.5217275383258182,0.5217275365912959,440905173054.5618
0.5192986443997304,0.5192986372608536,0.5192986312859241,0.5192986295012049,444272599205.2571
0.5168859620993161,0.5168859547525247,0.5168859486035797,0.5168859467668818,447665744171.63556
0.5144876307846261,0.5144876232256275,0.5144876168990741,0.5144876150093244,451084804381.9077
0.5121041988537368,0.5121041910758508,0.5121041845660983,0.5121041826216268,454529977764.5047
0.5097350266545367,0.509735018650213,0.5097350119509422,0.5097350099498613,458001463759.5417
0.5073795639946881,0.5073795557575349,0.5073795488633956,0.5073795468041072,461499463330.36945
0.5050395148456875,0.5050395063722418,0.505039499280336,0.5050394971619744,465024178975.1944
0.5027149815765477,0.5027149728589363,0.5027149655626745,0.5027149633832715,468575814738.81665
0.5004059562510349,0.5004059472829524,0.5004059397770572,0.5004059375350365,472154576224.4269
0.49811166246828353,0.49811165324227463,0.49811164552050613,0.4981116432140039,475760670605.5236
0.49583210978085807,0.4958321002902391,0.49583209234700354,0.49583208997434874,479394306637.8916
0.4935676879319571,0.49356767816933095,0.4935676699984374,0.4935676675577807,483055694671.7015
0.49131951387641654,0.49131950383667916,0.4913194954338555,0.49131949292392124,486745046663.6718
0.4890885217327459,0.48908851140711096,0.4890885027650033,0.48908850018359445,490462576189.3546
0.486874551061331,0.4868745404419097,0.48687453155391575,0.48687452889906024,494208498455.48553
0.48467560167216667,0.48467559074800803,0.4846755816049622,0.4846755788739226,497983030312.4478
0.48249023140395186,0.4824902201661685,0.48249021076063225,0.48249020795118647,501786390266.83215
0.4803189619112953,0.4803189503543027,0.48031894068160214,0.4803189377923541,505618798494.0712
0.4781637491241273,0.47816373724131445,0.4781637272959166,0.47816372432521337,509480476851.2026
0.47602656723239917,0.4760265550162471,0.47602654479185874,0.4760265417378207,513371648889.6948
0.47390772984287577,0.47390771728205194,0.4739077067691886,0.4739077036289826,517292539868.40594
0.4718040946624412,0.47180408174576044,0.4718040709350601,0.4718040677058899,521243376766.6065
0.46971410191900215,0.46971408863451347,0.4697140775159738,0.46971407419485167,525224388297.1366
0.4676388341369078,0.46763882047677846,0.4676388090438439,0.46763880562881155,529235804919.6307
0.4655803874516541,0.465580373408421,0.46558036165484534,0.465580358144037,533277858853.8654
0.4635392583204284,0.4635392438824037,0.46353923179840445,0.4635392281888983,537350784093.2094
0.46151411627173233,0.4615141014274113,0.4615140890033599,0.4615140852922796,541454816418.15375
0.45950454136107666,0.4595045260993124,0.45950451332587916,0.4595045095104379,545590193409.9786
0.4575096007821282,0.45750958509112916,0.4575095719584451,0.45750956803569526,549757154464.4893
0.4555300137690007,0.4555299976366741,0.455529984134618,0.4555299801015362,553955940805.8925
0.4535674058140802,0.4535673892320903,0.45356737535368546,0.45356737120818785,558186795500.7429
0.4516214593178436,0.451621442271537,0.4516214280045193,0.45162142374294256,562449963472.0322
0.4496912143543828,0.449691196831643,0.4496911821658714,0.44969117778518636,566745691513.3517
0.4477757189469165,0.4477757009351741,0.4477756858601288,0.4477756813571931,571074228303.1859
0.44587542649306505,0.445875407978769,0.4458753924831078,0.44587538785453373,575435824419.3156
0.44399165655505074,0.443991637524975,0.44399162159762867,0.4439916168401097,579830732353.3071
0.4421241086160968,0.4421240890565957,0.4421240726861435,0.4421240677962681,584259206525.1483
0.4402731356871493,0.4402731155820508,0.44027309875495724,0.4402730937286825,588721503297.9574
0.4384368683111329,0.4384368476454171,0.43843683034911135,0.4384368251826823,593217880992.8429
0.4366157231760009,0.43661570193378957,0.4366156841549819,0.436615678844429,597748599903.8387
0.43481049248016507,0.4348104706492073,0.43481045237764443,0.434810446919905,602313922312.9922
0.43302199749221915,0.43302197505451756,0.43302195627513657,0.4330219506657109,606914112505.5271
0.4312489795164697,0.431248956454403,0.4312489371524555,0.4312489313869387,611549436785.1635
0.42949040630421037,0.4294903825997296,0.4294903627601095,0.4294903568339892,616220163489.5165
0.427747229577646,0.42774720521715626,0.42774718482848506,0.42774717873836227,620926563005.6373
0.4260203311358697,0.42602030610041747,0.42602028514683205,0.42602027888796873,625668907785.6741
0.4243095716965718,0.4243095459683711,0.42430952443498526,0.4243095180029349,630447472362.6257
0.4226140569258147,0.4226140304825463,0.4226140083506798,0.4226140017398625,635262533366.2554
0.4209330614987198,0.4209330343178263,0.42093301156859986,0.4209330047733763,640114369539.0837
0.4192663332530132,0.41926630531890186,0.41926628193914045,0.4192662749555752,645003261752.5461
0.4176149006607957,0.4176148719540912,0.41761484792782694,0.4176148407511506,649929493023.231
0.4159793948671577,0.4159793653677433,0.4159793406780157,0.41597933330316184,654893348529.2848
0.4143596538623632,0.414359623547184,0.4143595981746965,0.41435959059590133,659895115626.9028
0.4127547875212365,0.4127547563673139,0.4127547302928345,0.41275472250435347,664935083866.9713
0.4111643078406569,0.4111642758233731,0.4111642490262979,0.4111642410219766,670013545011.8381
0.40958721882672255,0.4095871859209281,0.40958715838020804,0.40958715015375907,675130793052.1836
0.40802465728252707,0.4080246234691245,0.40802459516877615,0.40802458671542513,680287124224.0618
0.40647690257622904,0.4064768678262421,0.4064768387420132,0.406476830054516,685482837026.0266
0.40494361232898346,0.404943576617386,0.40494354672833077,0.40494353780043096,690718232236.4352
0.4034249445204529,0.40342490781823315,0.4034248771000702,0.40342486792451476,695993612930.8364
0.4019198927621878,0.40191985504247,0.40191982347270516,0.40191981404277527,701309284499.5393
0.40042941302573193,0.4004293742627072,0.40042934181974,0.40042933212898335,706665554665.2715
0.39895319530797374,0.3989531554749422,0.3989531221364256,0.3989531121781673,712062733501.0018
0.39749086285116153,0.3974908219136155,0.3974907876506683,0.3974907774162813,717501133447.8994
0.3960421394203119,0.39604209735004975,0.3960420621390683,0.3960420516215023,722981069333.4003
0.3946067605813524,0.3946067173439526,0.3946066811561275,0.3946066703467771,728502858389.4557
0.39318426729646205,0.3931842228565601,0.393184185662293,0.3931841745523169,734066820270.8735
0.3917751339053666,0.391775088236535,0.3917750500137072,0.3917750385964986,739673277073.8468
0.3903794688227405,0.3903794218843426,0.3903793825989431,0.390379370864343,745322553354.5752
0.3889968356306096,0.3889967873934071,0.38899674702096454,0.38899673496166315,751014976148.0781
0.38762785448302006,0.38762780491276233,0.38762776342461047,0.3876277510320452,756750874987.1023
0.38627273708324944,0.3862726861407447,0.3862726435040816,0.38627263076845464,762530581921.2229
0.38493071363426984,0.3849306612762535,0.3849306174548687,0.38493060436536375,768354431536.0438
0.38360049071682634,0.3836004369009096,0.3836003918593254,0.3836003784053454,774222760972.5767
0.38228246365817586,0.382282408349606,0.3822823620587358,0.3822823482315924,780135909946.7664
0.3809772479073845,0.3809771910638518,0.38097714348828426,0.38097712927740024,786094220769.136
0.3796851999728469,0.37968514155609984,0.3796850926638203,0.3796850780596325,792098038364.6278
0.3784061897085261,0.37840612966593656,0.3784060794128976,0.37840606440224916,798147710292.5459
0.3771381851763252,0.37713812345045483,0.3771380717885827,0.37713805635711406,804243586766.701
0.3758811411483781,0.3758810777023006,0.37588102460069,0.37588100873916946,810386020675.6598
0.3746359824552839,0.37463591724712425,0.37463586267072707,0.37463584636868597,816575367603.1984
0.3734031804375388,0.37340311342156207,0.3734030573321007,0.37340304057810514,822811985848.8608
0.37218269214316485,0.3721826232607123,0.37218256560909146,0.37218254838847703,829096236448.7286
0.3709739761148315,0.3709739053064979,0.37097384604299827,0.37097382834091347,835428483196.2963
0.36977588232279596,0.36977580953012446,0.36977574860582024,0.369775730407651,841809092663.5415
0.368587465201104,0.3685873903712817,0.36858732774197056,0.3685873090345134,848238434222.157
0.36741149164465053,0.36741141473465055,0.3674113503643211,0.3674113311368196,854716880064.9084
0.366246223029023,0.3662461439651385,0.3662460777921013,0.3662460580261282,861244805227.2086
0.3650936626357854,0.36509358135765696,0.36509351333139367,0.36509349301185967,867822587608.8004
0.3639504395005672,0.36395035592581854,0.36395028597738366,0.36395026508369466,874450607995.6609
0.36281665695668314,0.36281657102193615,0.36281649909828506,0.3628164776145964,881129250082.0171
0.3616924825259734,0.3616923941788286,0.36169232023610504,0.3616922981493166,887858900492.5862
0.36057904599223506,0.36057895517592203,0.36057887916661163,0.36057885646253124,894639948804.9321
0.35947712023150113,0.35947702685749594,0.3594769487075082,0.3594769253640045,901472787572.0289
0.35838508002673025,0.35838498401947483,0.35838490366557096,0.35838487966375454,908357812344.9965
0.3573016896825784,0.35730159095687053,0.35730150832773994,0.3573014836463105,915295421695.9729
0.35622714512329945,0.3562270436197041,0.3562269586656019,0.35622693328970034,922286017241.2178
0.3551622792134158,0.3551621748401535,0.3551620874842647,0.35516206139094636,929330003664.3315
0.3541064931943065,0.3541063858517877,0.35410629601076,0.35410626917512716,936427788739.7126
0.35306047231846893,0.3530603619281289,0.3530602695362066,0.3530602419386184,943579783356.133
0.3520231751454686,0.3520230616041357,0.35202296657496956,0.35202293818963293,950786401540.5552
0.3509937142573352,0.35099359748877623,0.35099349975856153,0.3509934705664181,958048060482.0729
0.34997272041186966,0.3499726003122767,0.34997249979413103,0.3499724697692289,965365180556.074
0.34895972778202866,0.3489596042553025,0.34895950086879485,0.3489594699871091,972738185348.5872
0.34795483106720343,0.3479547039940064,0.34795459763925624,0.3479545658709526,980167501680.7762
0.3469581007999185,0.34695797006504103,0.34695786064562306,0.34695782796189917,987653559633.6799
0.3459691385926246,0.3459690041042193,0.34596889154326127,0.3459688579211551,995196792573.0773
0.3449870846606629,0.34498694631504273,0.3449868305257631,0.34498679593935294,1002797637174.6078
0.34401018043007897,0.3440100381080427,0.3440099189906749,0.3440098834101605,1010456533449.017
0.34304253925045763,0.34304239283562127,0.3430422702927571,0.3430422336890423,1018173924767.6622
0.3420819547891059,0.3420818041436231,0.34208167805989115,0.34208164039851446,1025950257888.146
0.34112911459575734,0.34112895958682166,0.3411288298510686,0.3411287910988284,1033785982980.2114
0.3401822935723766,0.3401821340529677,0.3401820005421442,0.3401819606622853,1041681553651.7738
0.33924071813907636,0.3392405539796509,0.33924041658533427,0.33924037554547076,1049637426975.1921
0.33830453301391306,0.33830436406112757,0.33830422265497617,0.33830418041677235,1057654063513.7417
0.33737429906492916,0.3373741251981436,0.33737397967918703,0.33737393621248274,1065731927348.2461
0.3364500755788674,0.3364498966223415,0.3364497468434924,0.33644970210435265,1073871486103.977
0.335530943022004,0.33553075882467326,0.3355306046594976,0.3355305586101561,1082073210977.6904
0.33461667076324925,0.33461648115487197,0.3346163224608845,0.3346162750587809,1090337576764.9391
0.3337067526759305,0.3337065574998646,0.3337063941459628,0.3337063453519365,1098665061887.5226
0.33280113251806176,0.3328009316040989,0.33280076344782555,0.3328007132193245,1107056148421.219
0.3319005709225119,0.3319003640931563,0.3319001909859553,0.3319001392786055,1115511322123.6565
