E(TeV), E2dNdE(ergcm-2s-1)
0.2845738988471899, 9.833970547105587e-8
0.39937172085598494, 9.021410722300062e-8
0.62750949809726, 8.31766768961646e-8
1.14035421084688, 7.205443515358905e-8
1.9673255422425435, 6.363253449330492e-8
2.956697774437293, 6.06998609454248e-8
4.557907925691227, 5.267581577034434e-8
5.562466312898832, 2.1443540879081086e-8
