E(TeV), E2dNdE(ergcm-2s-1)
0.23862613926693552, 7.217625444502579e-7
0.3604419364586555, 7.822473394233667e-7
0.553853960879559, 5.963852016358686e-7
0.9585132280165922, 4.80354862973724e-7
1.8319886193703738, 3.209953856024006e-7
2.95303767394849, 3.075037504599857e-7
4.201005770946836, 3.871749924126964e-7
5.378178853629245, 2.0048851482628527e-7
